"","Name","SpIndex","AcceptedName","Species","Genus","Family","Order","Group","GrowthForm","LifeForm","LeafShape","LeafSize","PhenologyType","DispersalType","Hmed","Hmax","Z50","Z95","fHDmin","fHDmax","a_ash","b_ash","a_bsh","b_bsh","a_btsh","b_btsh","cr","BTsh","a_fbt","b_fbt","c_fbt","a_cr","b_1cr","b_2cr","b_3cr","c_1cr","c_2cr","a_cw","b_cw","a_bt","b_bt","LeafDuration","t0gdd","Sgdd","Tbgdd","Ssen","Phsen","Tbsen","xsen","ysen","SLA","LeafDensity","WoodDensity","FineRootDensity","conduit2sapwood","r635","pDead","Al2As","Ar2Al","LeafWidth","SRL","RLD","maxFMC","minFMC","LeafPI0","LeafEPS","LeafAF","StemPI0","StemEPS","StemAF","SAV","HeatContent","LigninPercent","LeafAngle","LeafAngleSD","ClumpingIndex","gammaSWR","alphaSWR","kPAR","g","Tmax_LAI","Tmax_LAIsq","Psi_Extract","Exp_Extract","WUE","WUE_par","WUE_co2","WUE_vpd","Gswmin","Gswmax","Gs_Toptim","Gs_Tsens","Gs_P50","Gs_slope","VCleaf_kmax","VCleaf_P12","VCleaf_P50","VCleaf_P88","VCleaf_slope","Kmax_stemxylem","VCstem_P12","VCstem_P50","VCstem_P88","VCstem_slope","Kmax_rootxylem","VCroot_P12","VCroot_P50","VCroot_P88","VCroot_slope","Vmax298","Jmax298","Nleaf","Nsapwood","Nfineroot","WoodC","RERleaf","RERsapwood","RERfineroot","CCleaf","CCsapwood","CCfineroot","RGRleafmax","RGRsapwoodmax","RGRcambiummax","RGRfinerootmax","SRsapwood","SRfineroot","RSSG","MortalityBaselineRate","SurvivalModelStep","SurvivalB0","SurvivalB1","SeedProductionHeight","SeedMass","SeedLongevity","DispersalDistance","DispersalShape","ProbRecr","MinTempRecr","MinMoistureRecr","MinFPARRecr","RecrTreeDBH","RecrTreeHeight","RecrShrubHeight","RecrTreeDensity","RecrShrubCover","RecrZ50","RecrZ95","RespFire","RespDist","RespClip","IngrowthTreeDensity","IngrowthTreeDBH"
"1782","Hypericum",1781,"Hypericum",NA,"Hypericum","Hypericaceae","Malpighiales","Angiosperm","Shrub","Cryptophyte","Broad","Small","oneflush-evergreen","auto",40,400,NA,747.5,NA,NA,24.5887658849156,1.16617708137455,0.796284101730969,0.376221756680499,1.91892336653926,0.687285422785271,0.807588174925527,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,NA,NA,NA,NA,NA,NA,NA,NA,18.606,0.259495828566051,0.531111111,NA,NA,NA,0.0513016670612603,NA,NA,0.6,59064.30844,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,46,27.7088857087798,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,22.3,NA,4.659107143,0.454716666666666,NA,NA,NA,1.506,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.08,0.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1783","Hypericum androsaemum",1782,"Hypericum androsaemum","Hypericum androsaemum","Hypericum","Hypericaceae","Malpighiales","Angiosperm","Shrub","Phanerophyte","Broad","Small","oneflush-evergreen","auto",50,100,NA,747.5,NA,NA,1.00828875514752,1.86996385629085,0.789955904636428,0.694183131278752,1.26943159709554,0.761033907683319,0.662962157344946,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.0509905851213606,NA,NA,4.75,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.075,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1784","Hypericum australe",1783,"Hypericum australe","Hypericum australe","Hypericum","Hypericaceae","Malpighiales","Angiosperm","Herb","Cryptophyte","Broad","Small","oneflush-evergreen","auto",40,400,NA,747.5,NA,NA,24.5887658849156,1.16617708137455,0.796284101730969,0.376221756680499,1.91892336653926,0.687285422785271,0.807588174925527,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.0513016670612603,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1785","Hypericum calycinum",1784,"Hypericum calycinum","Hypericum calycinum","Hypericum","Hypericaceae","Malpighiales","Angiosperm","Shrub","Chamaephyte","Broad","Small","oneflush-evergreen","wind",24.384,80,NA,304.8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.25,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1786","Hypericum coris",1785,"Hypericum coris","Hypericum coris","Hypericum","Hypericaceae","Malpighiales","Angiosperm","Shrub","Chamaephyte","Broad","Small","oneflush-evergreen","auto",22.5,50,NA,747.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.16774,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1787","Hypericum elodes",1786,"Hypericum elodes","Hypericum elodes","Hypericum","Hypericaceae","Malpighiales","Angiosperm","Herb","Cryptophyte","Broad","Small","oneflush-evergreen","auto",20,40,NA,747.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,28.12,NA,NA,NA,NA,NA,NA,NA,NA,1.25,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.07,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1788","Hypericum hircinum",1787,"Hypericum hircinum","Hypericum hircinum","Hypericum","Hypericaceae","Malpighiales","Angiosperm","Shrub","Phanerophyte","Broad","Small","winter-deciduous","auto",90,150,NA,747.5,NA,NA,1.00828875514752,1.86996385629085,0.789955904636428,0.694183131278752,1.26943159709554,0.761033907683319,0.662962157344946,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,24.32,NA,0.57,NA,NA,NA,0.0509905851213606,NA,NA,0.95,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,36.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.0792,0.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1789","Hypericum hircinum subsp. hircinum",1788,"Hypericum hircinum  subsp. hircinum","Hypericum hircinum","Hypericum","Hypericaceae","Malpighiales","Angiosperm","Shrub","Phanerophyte","Broad","Small","winter-deciduous","auto",90,150,NA,747.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1790","Hypericum hirsutum",1789,"Hypericum hirsutum","Hypericum hirsutum","Hypericum","Hypericaceae","Malpighiales","Angiosperm","Herb","Cryptophyte","Broad","Small","oneflush-evergreen","auto",66.25,100,NA,300,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.192143927430647,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.08,0.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1791","Hypericum humifusum",1790,"Hypericum humifusum","Hypericum humifusum","Hypericum","Hypericaceae","Malpighiales","Angiosperm","Herb","Chamaephyte","Broad","Small","oneflush-evergreen","auto",10,30,NA,510,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.325,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.04,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1792","Hypericum hyssopifolium",1791,"Hypericum hyssopifolium","Hypericum hyssopifolium","Hypericum","Hypericaceae","Malpighiales","Angiosperm","Herb","Cryptophyte","Broad","Small","oneflush-evergreen","wind",40,50,NA,747.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1793","Hypericum linariifolium",1792,"Hypericum linariifolium","Hypericum linariifolium","Hypericum","Hypericaceae","Malpighiales","Angiosperm","Herb","Chamaephyte","Broad","Small","oneflush-evergreen","wind",40,65,NA,747.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.06,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1794","Hypericum maculatum",1793,"Hypericum maculatum","Hypericum maculatum","Hypericum","Hypericaceae","Malpighiales","Angiosperm","Herb","Cryptophyte","Broad","Small","oneflush-evergreen","auto",40,100,NA,720,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,34,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,22.35625,16.614063079629,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,25.2,NA,NA,0.454716666666666,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.0467,0.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1795","Hypericum montanum",1794,"Hypericum montanum","Hypericum montanum","Hypericum","Hypericaceae","Malpighiales","Angiosperm","Herb","Cryptophyte","Broad","Small","oneflush-evergreen","auto",47.5,80,NA,747.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.44,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.06,0.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1796","Hypericum nummularium",1795,"Hypericum nummularium","Hypericum nummularium","Hypericum","Hypericaceae","Malpighiales","Angiosperm","Herb","Cryptophyte","Broad","Small","oneflush-evergreen","auto",40,400,NA,747.5,NA,NA,24.5887658849156,1.16617708137455,0.796284101730969,0.376221756680499,1.91892336653926,0.687285422785271,0.807588174925527,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.0513016670612603,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.0768,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1797","Hypericum perfoliatum",1796,"Hypericum perfoliatum","Hypericum perfoliatum","Hypericum","Hypericaceae","Malpighiales","Angiosperm","Herb","Cryptophyte","Broad","Small","oneflush-evergreen","auto",40,50,NA,747.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.152,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1798","Hypericum perforatum var. angustifolium",1797,"Hypericum perforatum  subsp. veronense","Hypericum perforatum","Hypericum","Hypericaceae","Malpighiales","Angiosperm","Herb","Cryptophyte","Broad","Small","oneflush-evergreen","vertebrate",51.5,108,NA,1387.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1799","Hypericum perforatum var. perforatum",1798,"Hypericum perforatum","Hypericum perforatum","Hypericum","Hypericaceae","Malpighiales","Angiosperm","Herb","Cryptophyte","Broad","Small","oneflush-evergreen","vertebrate",51.5,108,NA,1387.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,NA,NA,NA,NA,NA,NA,NA,NA,19.6931666665,0.308843743044972,NA,NA,NA,NA,NA,NA,NA,0.35,59064.30844,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,22.165956667,NA,4.659107143,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.11622,0.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1800","Hypericum pulchrum",1799,"Hypericum pulchrum","Hypericum pulchrum","Hypericum","Hypericaceae","Malpighiales","Angiosperm","Herb","Cryptophyte","Broad","Small","oneflush-evergreen","auto",46.25,90,NA,747.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.08,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1801","Hypericum richeri",1800,"Hypericum richeri","Hypericum richeri","Hypericum","Hypericaceae","Malpighiales","Angiosperm","Herb","Cryptophyte","Broad","Small","oneflush-evergreen","auto",25,40,NA,747.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,14.2724272425,0.228386809269581,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,20.92,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.13076,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1802","Hypericum richeri subsp. burseri",1801,"Hypericum richeri  subsp. burseri","Hypericum richeri","Hypericum","Hypericaceae","Malpighiales","Angiosperm","Herb","Cryptophyte","Broad","Small","oneflush-evergreen","auto",25,40,NA,747.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1803","Hypericum richeri subsp. richeri",1802,"Hypericum richeri  subsp. richeri","Hypericum richeri","Hypericum","Hypericaceae","Malpighiales","Angiosperm","Herb","Cryptophyte","Broad","Small","oneflush-evergreen","auto",25,40,NA,747.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1804","Hypericum tetrapterum",1803,"Hypericum tetrapterum","Hypericum tetrapterum","Hypericum","Hypericaceae","Malpighiales","Angiosperm","Herb","Cryptophyte","Broad","Small","drought-semideciduous","auto",48.75,100,NA,747.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.25,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.045,0.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1805","Hypericum x desetangsii",1804,"Hypericum × desetangsii","Hypericum ×","Hypericum","Hypericaceae","Malpighiales","Angiosperm","Shrub","Cryptophyte","Broad","Small","oneflush-evergreen","auto",40,400,NA,747.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
